#    L    TT             EE             TE             PP             TP          
  5177   0.119192E+00   0.321840E-02  -0.345781E-02   0.141640E+05   0.713038E+00
  5178   0.118949E+00   0.320803E-02  -0.345144E-02   0.141569E+05   0.712191E+00
  5179   0.118707E+00   0.319764E-02  -0.344496E-02   0.141498E+05   0.711331E+00
  5180   0.118464E+00   0.318724E-02  -0.343841E-02   0.141428E+05   0.710459E+00
  5181   0.118222E+00   0.317683E-02  -0.343177E-02   0.141357E+05   0.709575E+00
  5182   0.117980E+00   0.316641E-02  -0.342504E-02   0.141286E+05   0.708679E+00
  5183   0.117738E+00   0.315598E-02  -0.341823E-02   0.141216E+05   0.707771E+00
  5184   0.117496E+00   0.314555E-02  -0.341134E-02   0.141145E+05   0.706851E+00
  5185   0.117255E+00   0.313511E-02  -0.340436E-02   0.141075E+05   0.705920E+00
  5186   0.117013E+00   0.312467E-02  -0.339729E-02   0.141004E+05   0.704976E+00
  5187   0.116771E+00   0.311422E-02  -0.339013E-02   0.140934E+05   0.704021E+00
  5188   0.116529E+00   0.310377E-02  -0.338290E-02   0.140863E+05   0.703054E+00
  5189   0.116288E+00   0.309332E-02  -0.337557E-02   0.140793E+05   0.702076E+00
  5190   0.116046E+00   0.308288E-02  -0.336817E-02   0.140723E+05   0.701087E+00
  5191   0.115805E+00   0.307243E-02  -0.336068E-02   0.140652E+05   0.700086E+00
  5192   0.115563E+00   0.306200E-02  -0.335310E-02   0.140582E+05   0.699074E+00
  5193   0.115321E+00   0.305156E-02  -0.334544E-02   0.140512E+05   0.698051E+00
  5194   0.115080E+00   0.304113E-02  -0.333770E-02   0.140442E+05   0.697017E+00
  5195   0.114838E+00   0.303071E-02  -0.332987E-02   0.140372E+05   0.695972E+00
  5196   0.114595E+00   0.302031E-02  -0.332196E-02   0.140301E+05   0.694916E+00
  5197   0.114354E+00   0.300991E-02  -0.331397E-02   0.140231E+05   0.693849E+00
  5198   0.114111E+00   0.299953E-02  -0.330590E-02   0.140161E+05   0.692772E+00
  5199   0.113869E+00   0.298916E-02  -0.329774E-02   0.140091E+05   0.691684E+00
  5200   0.113627E+00   0.297880E-02  -0.328950E-02   0.140021E+05   0.690586E+00
  5201   0.113384E+00   0.296846E-02  -0.328117E-02   0.139951E+05   0.689477E+00
  5202   0.113141E+00   0.295815E-02  -0.327277E-02   0.139882E+05   0.688358E+00
  5203   0.112898E+00   0.294785E-02  -0.326428E-02   0.139812E+05   0.687229E+00
  5204   0.112655E+00   0.293757E-02  -0.325571E-02   0.139742E+05   0.686089E+00
  5205   0.112411E+00   0.292731E-02  -0.324706E-02   0.139672E+05   0.684940E+00
  5206   0.112167E+00   0.291708E-02  -0.323833E-02   0.139602E+05   0.683781E+00
  5207   0.111923E+00   0.290687E-02  -0.322952E-02   0.139533E+05   0.682611E+00
  5208   0.111678E+00   0.289669E-02  -0.322062E-02   0.139463E+05   0.681432E+00
  5209   0.111433E+00   0.288654E-02  -0.321165E-02   0.139393E+05   0.680243E+00
  5210   0.111188E+00   0.287642E-02  -0.320260E-02   0.139324E+05   0.679045E+00
  5211   0.110942E+00   0.286633E-02  -0.319346E-02   0.139254E+05   0.677837E+00
  5212   0.110697E+00   0.285627E-02  -0.318424E-02   0.139185E+05   0.676620E+00
  5213   0.110450E+00   0.284624E-02  -0.317495E-02   0.139115E+05   0.675393E+00
  5214   0.110203E+00   0.283625E-02  -0.316557E-02   0.139046E+05   0.674157E+00
  5215   0.109956E+00   0.282629E-02  -0.315611E-02   0.138976E+05   0.672912E+00
  5216   0.109709E+00   0.281638E-02  -0.314658E-02   0.138907E+05   0.671658E+00
  5217   0.109460E+00   0.280650E-02  -0.313696E-02   0.138837E+05   0.670395E+00
  5218   0.109212E+00   0.279666E-02  -0.312727E-02   0.138768E+05   0.669122E+00
  5219   0.108962E+00   0.278687E-02  -0.311750E-02   0.138699E+05   0.667841E+00
  5220   0.108713E+00   0.277712E-02  -0.310764E-02   0.138630E+05   0.666552E+00
  5221   0.108463E+00   0.276741E-02  -0.309771E-02   0.138560E+05   0.665254E+00
  5222   0.108212E+00   0.275775E-02  -0.308771E-02   0.138491E+05   0.663947E+00
  5223   0.107961E+00   0.274813E-02  -0.307762E-02   0.138422E+05   0.662631E+00
  5224   0.107709E+00   0.273857E-02  -0.306745E-02   0.138353E+05   0.661308E+00
  5225   0.107457E+00   0.272906E-02  -0.305721E-02   0.138284E+05   0.659976E+00
  5226   0.107204E+00   0.271960E-02  -0.304690E-02   0.138215E+05   0.658635E+00
  5227   0.106950E+00   0.271018E-02  -0.303650E-02   0.138146E+05   0.657287E+00
  5228   0.106695E+00   0.270083E-02  -0.302602E-02   0.138077E+05   0.655931E+00
  5229   0.106441E+00   0.269154E-02  -0.301547E-02   0.138008E+05   0.654566E+00
  5230   0.106185E+00   0.268229E-02  -0.300484E-02   0.137939E+05   0.653194E+00
  5231   0.105928E+00   0.267311E-02  -0.299414E-02   0.137870E+05   0.651814E+00
  5232   0.105672E+00   0.266399E-02  -0.298336E-02   0.137802E+05   0.650427E+00
  5233   0.105413E+00   0.265493E-02  -0.297250E-02   0.137733E+05   0.649032E+00
  5234   0.105155E+00   0.264592E-02  -0.296156E-02   0.137664E+05   0.647629E+00
  5235   0.104896E+00   0.263699E-02  -0.295056E-02   0.137595E+05   0.646219E+00
  5236   0.104636E+00   0.262812E-02  -0.293947E-02   0.137527E+05   0.644801E+00
  5237   0.104375E+00   0.261929E-02  -0.292832E-02   0.137458E+05   0.643377E+00
  5238   0.104113E+00   0.261054E-02  -0.291710E-02   0.137390E+05   0.641945E+00
  5239   0.103852E+00   0.260184E-02  -0.290580E-02   0.137321E+05   0.640506E+00
  5240   0.103589E+00   0.259319E-02  -0.289444E-02   0.137253E+05   0.639060E+00
  5241   0.103325E+00   0.258462E-02  -0.288301E-02   0.137184E+05   0.637607E+00
  5242   0.103062E+00   0.257609E-02  -0.287151E-02   0.137116E+05   0.636148E+00
  5243   0.102797E+00   0.256763E-02  -0.285995E-02   0.137047E+05   0.634682E+00
  5244   0.102532E+00   0.255922E-02  -0.284831E-02   0.136979E+05   0.633209E+00
  5245   0.102267E+00   0.255087E-02  -0.283662E-02   0.136910E+05   0.631729E+00
  5246   0.102000E+00   0.254258E-02  -0.282486E-02   0.136842E+05   0.630244E+00
  5247   0.101734E+00   0.253434E-02  -0.281304E-02   0.136774E+05   0.628751E+00
  5248   0.101466E+00   0.252615E-02  -0.280116E-02   0.136706E+05   0.627253E+00
  5249   0.101198E+00   0.251803E-02  -0.278922E-02   0.136637E+05   0.625748E+00
  5250   0.100930E+00   0.250996E-02  -0.277722E-02   0.136569E+05   0.624237E+00
  5251   0.100661E+00   0.250194E-02  -0.276517E-02   0.136501E+05   0.622721E+00
  5252   0.100391E+00   0.249398E-02  -0.275305E-02   0.136433E+05   0.621198E+00
  5253   0.100122E+00   0.248607E-02  -0.274088E-02   0.136365E+05   0.619669E+00
  5254   0.998508E-01   0.247822E-02  -0.272865E-02   0.136297E+05   0.618135E+00
  5255   0.995807E-01   0.247042E-02  -0.271637E-02   0.136229E+05   0.616595E+00
  5256   0.993090E-01   0.246267E-02  -0.270404E-02   0.136161E+05   0.615050E+00
  5257   0.990373E-01   0.245498E-02  -0.269165E-02   0.136093E+05   0.613499E+00
  5258   0.987649E-01   0.244734E-02  -0.267922E-02   0.136025E+05   0.611942E+00
  5259   0.984925E-01   0.243974E-02  -0.266673E-02   0.135957E+05   0.610381E+00
  5260   0.982201E-01   0.243221E-02  -0.265419E-02   0.135890E+05   0.608814E+00
  5261   0.979462E-01   0.242471E-02  -0.264161E-02   0.135822E+05   0.607242E+00
  5262   0.976730E-01   0.241728E-02  -0.262898E-02   0.135754E+05   0.605665E+00
  5263   0.973991E-01   0.240989E-02  -0.261631E-02   0.135686E+05   0.604083E+00
  5264   0.971244E-01   0.240256E-02  -0.260358E-02   0.135619E+05   0.602496E+00
  5265   0.968497E-01   0.239527E-02  -0.259082E-02   0.135551E+05   0.600904E+00
  5266   0.965750E-01   0.238803E-02  -0.257801E-02   0.135484E+05   0.599308E+00
  5267   0.962996E-01   0.238084E-02  -0.256516E-02   0.135416E+05   0.597707E+00
  5268   0.960241E-01   0.237370E-02  -0.255226E-02   0.135348E+05   0.596101E+00
  5269   0.957479E-01   0.236661E-02  -0.253934E-02   0.135281E+05   0.594491E+00
  5270   0.954717E-01   0.235957E-02  -0.252637E-02   0.135214E+05   0.592877E+00
  5271   0.951955E-01   0.235257E-02  -0.251336E-02   0.135146E+05   0.591258E+00
  5272   0.949186E-01   0.234562E-02  -0.250032E-02   0.135079E+05   0.589636E+00
  5273   0.946416E-01   0.233872E-02  -0.248723E-02   0.135011E+05   0.588009E+00
  5274   0.943646E-01   0.233186E-02  -0.247412E-02   0.134944E+05   0.586378E+00
  5275   0.940876E-01   0.232505E-02  -0.246097E-02   0.134877E+05   0.584744E+00
  5276   0.938099E-01   0.231829E-02  -0.244779E-02   0.134810E+05   0.583105E+00
  5277   0.935322E-01   0.231157E-02  -0.243457E-02   0.134742E+05   0.581463E+00
  5278   0.932545E-01   0.230490E-02  -0.242133E-02   0.134675E+05   0.579817E+00
  5279   0.929767E-01   0.229826E-02  -0.240805E-02   0.134608E+05   0.578168E+00
  5280   0.926989E-01   0.229168E-02  -0.239475E-02   0.134541E+05   0.576515E+00
  5281   0.924204E-01   0.228514E-02  -0.238142E-02   0.134474E+05   0.574859E+00
  5282   0.921419E-01   0.227863E-02  -0.236806E-02   0.134407E+05   0.573200E+00
  5283   0.918634E-01   0.227218E-02  -0.235468E-02   0.134340E+05   0.571537E+00
  5284   0.915856E-01   0.226576E-02  -0.234127E-02   0.134273E+05   0.569871E+00
  5285   0.913064E-01   0.225940E-02  -0.232784E-02   0.134206E+05   0.568202E+00
  5286   0.910278E-01   0.225307E-02  -0.231438E-02   0.134139E+05   0.566531E+00
  5287   0.907493E-01   0.224678E-02  -0.230091E-02   0.134072E+05   0.564856E+00
  5288   0.904707E-01   0.224053E-02  -0.228741E-02   0.134005E+05   0.563179E+00
  5289   0.901922E-01   0.223432E-02  -0.227389E-02   0.133939E+05   0.561499E+00
  5290   0.899136E-01   0.222816E-02  -0.226036E-02   0.133872E+05   0.559816E+00
  5291   0.896343E-01   0.222203E-02  -0.224681E-02   0.133805E+05   0.558131E+00
  5292   0.893557E-01   0.221595E-02  -0.223324E-02   0.133738E+05   0.556443E+00
  5293   0.890771E-01   0.220991E-02  -0.221965E-02   0.133672E+05   0.554754E+00
  5294   0.887985E-01   0.220390E-02  -0.220605E-02   0.133605E+05   0.553062E+00
  5295   0.885199E-01   0.219793E-02  -0.219243E-02   0.133539E+05   0.551367E+00
  5296   0.882412E-01   0.219199E-02  -0.217881E-02   0.133472E+05   0.549671E+00
  5297   0.879626E-01   0.218610E-02  -0.216518E-02   0.133405E+05   0.547973E+00
  5298   0.876847E-01   0.218025E-02  -0.215152E-02   0.133339E+05   0.546273E+00
  5299   0.874061E-01   0.217443E-02  -0.213786E-02   0.133273E+05   0.544571E+00
  5300   0.871282E-01   0.216865E-02  -0.212420E-02   0.133206E+05   0.542867E+00
  5301   0.868502E-01   0.216290E-02  -0.211052E-02   0.133140E+05   0.541162E+00
  5302   0.865723E-01   0.215719E-02  -0.209685E-02   0.133073E+05   0.539455E+00
  5303   0.862944E-01   0.215152E-02  -0.208316E-02   0.133007E+05   0.537747E+00
  5304   0.860172E-01   0.214588E-02  -0.206947E-02   0.132941E+05   0.536038E+00
  5305   0.857400E-01   0.214027E-02  -0.205577E-02   0.132875E+05   0.534327E+00
  5306   0.854627E-01   0.213471E-02  -0.204207E-02   0.132808E+05   0.532615E+00
  5307   0.851855E-01   0.212917E-02  -0.202838E-02   0.132742E+05   0.530902E+00
  5308   0.849090E-01   0.212367E-02  -0.201467E-02   0.132676E+05   0.529188E+00
  5309   0.846325E-01   0.211820E-02  -0.200098E-02   0.132610E+05   0.527473E+00
  5310   0.843567E-01   0.211276E-02  -0.198728E-02   0.132544E+05   0.525757E+00
  5311   0.840802E-01   0.210736E-02  -0.197358E-02   0.132478E+05   0.524041E+00
  5312   0.838044E-01   0.210199E-02  -0.195989E-02   0.132412E+05   0.522323E+00
  5313   0.835294E-01   0.209665E-02  -0.194621E-02   0.132346E+05   0.520606E+00
  5314   0.832543E-01   0.209135E-02  -0.193253E-02   0.132280E+05   0.518888E+00
  5315   0.829792E-01   0.208607E-02  -0.191886E-02   0.132214E+05   0.517169E+00
  5316   0.827049E-01   0.208082E-02  -0.190518E-02   0.132148E+05   0.515450E+00
  5317   0.824305E-01   0.207561E-02  -0.189153E-02   0.132082E+05   0.513731E+00
  5318   0.821569E-01   0.207043E-02  -0.187788E-02   0.132016E+05   0.512012E+00
  5319   0.818840E-01   0.206527E-02  -0.186424E-02   0.131951E+05   0.510292E+00
  5320   0.816104E-01   0.206014E-02  -0.185062E-02   0.131885E+05   0.508573E+00
  5321   0.813382E-01   0.205504E-02  -0.183700E-02   0.131819E+05   0.506854E+00
  5322   0.810660E-01   0.204998E-02  -0.182340E-02   0.131754E+05   0.505135E+00
  5323   0.807938E-01   0.204494E-02  -0.180982E-02   0.131688E+05   0.503417E+00
  5324   0.805224E-01   0.203992E-02  -0.179625E-02   0.131622E+05   0.501699E+00
  5325   0.802517E-01   0.203494E-02  -0.178269E-02   0.131557E+05   0.499981E+00
  5326   0.799809E-01   0.202999E-02  -0.176916E-02   0.131491E+05   0.498264E+00
  5327   0.797109E-01   0.202505E-02  -0.175564E-02   0.131426E+05   0.496548E+00
  5328   0.794409E-01   0.202015E-02  -0.174215E-02   0.131360E+05   0.494832E+00
  5329   0.791724E-01   0.201527E-02  -0.172867E-02   0.131295E+05   0.493117E+00
  5330   0.789039E-01   0.201041E-02  -0.171521E-02   0.131229E+05   0.491403E+00
  5331   0.786353E-01   0.200559E-02  -0.170179E-02   0.131164E+05   0.489691E+00
  5332   0.783682E-01   0.200078E-02  -0.168838E-02   0.131099E+05   0.487979E+00
  5333   0.781011E-01   0.199600E-02  -0.167499E-02   0.131033E+05   0.486268E+00
  5334   0.778348E-01   0.199125E-02  -0.166163E-02   0.130968E+05   0.484559E+00
  5335   0.775684E-01   0.198652E-02  -0.164830E-02   0.130903E+05   0.482851E+00
  5336   0.773035E-01   0.198181E-02  -0.163500E-02   0.130838E+05   0.481145E+00
  5337   0.770386E-01   0.197713E-02  -0.162172E-02   0.130773E+05   0.479440E+00
  5338   0.767744E-01   0.197246E-02  -0.160848E-02   0.130707E+05   0.477737E+00
  5339   0.765110E-01   0.196782E-02  -0.159527E-02   0.130642E+05   0.476035E+00
  5340   0.762482E-01   0.196320E-02  -0.158209E-02   0.130577E+05   0.474335E+00
  5341   0.759863E-01   0.195860E-02  -0.156894E-02   0.130512E+05   0.472638E+00
  5342   0.757243E-01   0.195403E-02  -0.155582E-02   0.130447E+05   0.470942E+00
  5343   0.754638E-01   0.194947E-02  -0.154274E-02   0.130382E+05   0.469248E+00
  5344   0.752032E-01   0.194494E-02  -0.152970E-02   0.130317E+05   0.467556E+00
  5345   0.749442E-01   0.194042E-02  -0.151669E-02   0.130252E+05   0.465867E+00
  5346   0.746851E-01   0.193593E-02  -0.150372E-02   0.130188E+05   0.464180E+00
  5347   0.744267E-01   0.193145E-02  -0.149079E-02   0.130123E+05   0.462496E+00
  5348   0.741699E-01   0.192700E-02  -0.147790E-02   0.130058E+05   0.460814E+00
  5349   0.739130E-01   0.192256E-02  -0.146505E-02   0.129993E+05   0.459134E+00
  5350   0.736571E-01   0.191814E-02  -0.145224E-02   0.129928E+05   0.457457E+00
  5351   0.734021E-01   0.191373E-02  -0.143948E-02   0.129864E+05   0.455783E+00
  5352   0.731478E-01   0.190935E-02  -0.142676E-02   0.129799E+05   0.454112E+00
  5353   0.728943E-01   0.190498E-02  -0.141408E-02   0.129734E+05   0.452444E+00
  5354   0.726416E-01   0.190063E-02  -0.140145E-02   0.129670E+05   0.450779E+00
  5355   0.723898E-01   0.189630E-02  -0.138887E-02   0.129605E+05   0.449117E+00
  5356   0.721388E-01   0.189197E-02  -0.137633E-02   0.129541E+05   0.447458E+00
  5357   0.718886E-01   0.188767E-02  -0.136385E-02   0.129476E+05   0.445803E+00
  5358   0.716393E-01   0.188338E-02  -0.135141E-02   0.129412E+05   0.444150E+00
  5359   0.713908E-01   0.187911E-02  -0.133903E-02   0.129347E+05   0.442502E+00
  5360   0.711433E-01   0.187485E-02  -0.132670E-02   0.129283E+05   0.440857E+00
  5361   0.708966E-01   0.187061E-02  -0.131442E-02   0.129218E+05   0.439215E+00
  5362   0.706509E-01   0.186637E-02  -0.130219E-02   0.129154E+05   0.437578E+00
  5363   0.704061E-01   0.186215E-02  -0.129002E-02   0.129090E+05   0.435944E+00
  5364   0.701622E-01   0.185795E-02  -0.127790E-02   0.129026E+05   0.434314E+00
  5365   0.699193E-01   0.185375E-02  -0.126585E-02   0.128961E+05   0.432688E+00
  5366   0.696773E-01   0.184958E-02  -0.125385E-02   0.128897E+05   0.431066E+00
  5367   0.694363E-01   0.184540E-02  -0.124191E-02   0.128833E+05   0.429449E+00
  5368   0.691964E-01   0.184125E-02  -0.123003E-02   0.128769E+05   0.427835E+00
  5369   0.689573E-01   0.183710E-02  -0.121821E-02   0.128705E+05   0.426226E+00
  5370   0.687194E-01   0.183296E-02  -0.120645E-02   0.128641E+05   0.424622E+00
  5371   0.684824E-01   0.182884E-02  -0.119476E-02   0.128576E+05   0.423022E+00
  5372   0.682465E-01   0.182473E-02  -0.118313E-02   0.128512E+05   0.421426E+00
  5373   0.680116E-01   0.182062E-02  -0.117157E-02   0.128448E+05   0.419836E+00
  5374   0.677779E-01   0.181652E-02  -0.116007E-02   0.128385E+05   0.418250E+00
  5375   0.675452E-01   0.181244E-02  -0.114864E-02   0.128321E+05   0.416669E+00
  5376   0.673135E-01   0.180836E-02  -0.113727E-02   0.128257E+05   0.415093E+00
  5377   0.670830E-01   0.180429E-02  -0.112598E-02   0.128193E+05   0.413522E+00
  5378   0.668536E-01   0.180022E-02  -0.111476E-02   0.128129E+05   0.411956E+00
  5379   0.666253E-01   0.179617E-02  -0.110360E-02   0.128065E+05   0.410395E+00
  5380   0.663982E-01   0.179212E-02  -0.109253E-02   0.128001E+05   0.408840E+00
  5381   0.661722E-01   0.178808E-02  -0.108152E-02   0.127938E+05   0.407290E+00
  5382   0.659474E-01   0.178404E-02  -0.107059E-02   0.127874E+05   0.405746E+00
  5383   0.657238E-01   0.178001E-02  -0.105973E-02   0.127810E+05   0.404207E+00
  5384   0.655013E-01   0.177599E-02  -0.104895E-02   0.127747E+05   0.402674E+00
  5385   0.652801E-01   0.177197E-02  -0.103825E-02   0.127683E+05   0.401147E+00
  5386   0.650601E-01   0.176795E-02  -0.102762E-02   0.127620E+05   0.399625E+00
  5387   0.648414E-01   0.176394E-02  -0.101708E-02   0.127556E+05   0.398110E+00
  5388   0.646238E-01   0.175993E-02  -0.100661E-02   0.127493E+05   0.396600E+00
  5389   0.644076E-01   0.175593E-02  -0.996223E-03   0.127429E+05   0.395097E+00
  5390   0.641925E-01   0.175193E-02  -0.985920E-03   0.127366E+05   0.393600E+00
  5391   0.639788E-01   0.174793E-02  -0.975703E-03   0.127302E+05   0.392109E+00
  5392   0.637664E-01   0.174394E-02  -0.965570E-03   0.127239E+05   0.390624E+00
  5393   0.635553E-01   0.173995E-02  -0.955523E-03   0.127175E+05   0.389146E+00
  5394   0.633455E-01   0.173596E-02  -0.945561E-03   0.127112E+05   0.387675E+00
  5395   0.631371E-01   0.173197E-02  -0.935684E-03   0.127049E+05   0.386210E+00
  5396   0.629299E-01   0.172798E-02  -0.925899E-03   0.126986E+05   0.384752E+00
  5397   0.627242E-01   0.172400E-02  -0.916200E-03   0.126922E+05   0.383300E+00
  5398   0.625198E-01   0.172001E-02  -0.906593E-03   0.126859E+05   0.381856E+00
  5399   0.623168E-01   0.171603E-02  -0.897079E-03   0.126796E+05   0.380419E+00
  5400   0.621152E-01   0.171204E-02  -0.887656E-03   0.126733E+05   0.378988E+00
  5401   0.619150E-01   0.170805E-02  -0.878327E-03   0.126670E+05   0.377565E+00
  5402   0.617162E-01   0.170407E-02  -0.869097E-03   0.126607E+05   0.376149E+00
  5403   0.615189E-01   0.170008E-02  -0.859953E-03   0.126544E+05   0.374740E+00
  5404   0.613231E-01   0.169608E-02  -0.850908E-03   0.126481E+05   0.373338E+00
  5405   0.611286E-01   0.169209E-02  -0.841963E-03   0.126418E+05   0.371944E+00
  5406   0.609355E-01   0.168810E-02  -0.833104E-03   0.126355E+05   0.370556E+00
  5407   0.607439E-01   0.168410E-02  -0.824344E-03   0.126292E+05   0.369176E+00
  5408   0.605537E-01   0.168010E-02  -0.815677E-03   0.126229E+05   0.367802E+00
  5409   0.603648E-01   0.167610E-02  -0.807103E-03   0.126166E+05   0.366436E+00
  5410   0.601774E-01   0.167210E-02  -0.798614E-03   0.126103E+05   0.365077E+00
  5411   0.599913E-01   0.166810E-02  -0.790225E-03   0.126041E+05   0.363724E+00
  5412   0.598067E-01   0.166410E-02  -0.781929E-03   0.125978E+05   0.362379E+00
  5413   0.596233E-01   0.166010E-02  -0.773718E-03   0.125915E+05   0.361041E+00
  5414   0.594414E-01   0.165609E-02  -0.765600E-03   0.125852E+05   0.359710E+00
  5415   0.592608E-01   0.165208E-02  -0.757568E-03   0.125790E+05   0.358385E+00
  5416   0.590816E-01   0.164808E-02  -0.749628E-03   0.125727E+05   0.357068E+00
  5417   0.589036E-01   0.164408E-02  -0.741781E-03   0.125665E+05   0.355758E+00
  5418   0.587271E-01   0.164007E-02  -0.734019E-03   0.125602E+05   0.354454E+00
  5419   0.585519E-01   0.163606E-02  -0.726351E-03   0.125540E+05   0.353158E+00
  5420   0.583780E-01   0.163205E-02  -0.718763E-03   0.125477E+05   0.351868E+00
  5421   0.582054E-01   0.162804E-02  -0.711265E-03   0.125415E+05   0.350585E+00
  5422   0.580342E-01   0.162403E-02  -0.703855E-03   0.125352E+05   0.349310E+00
  5423   0.578643E-01   0.162002E-02  -0.696530E-03   0.125290E+05   0.348041E+00
  5424   0.576956E-01   0.161601E-02  -0.689292E-03   0.125227E+05   0.346779E+00
  5425   0.575283E-01   0.161200E-02  -0.682139E-03   0.125165E+05   0.345523E+00
  5426   0.573622E-01   0.160799E-02  -0.675071E-03   0.125103E+05   0.344275E+00
  5427   0.571975E-01   0.160398E-02  -0.668088E-03   0.125040E+05   0.343033E+00
  5428   0.570339E-01   0.159996E-02  -0.661188E-03   0.124978E+05   0.341798E+00
  5429   0.568717E-01   0.159595E-02  -0.654372E-03   0.124916E+05   0.340570E+00
  5430   0.567107E-01   0.159194E-02  -0.647640E-03   0.124854E+05   0.339349E+00
  5431   0.565510E-01   0.158793E-02  -0.640990E-03   0.124792E+05   0.338134E+00
  5432   0.563926E-01   0.158392E-02  -0.634423E-03   0.124730E+05   0.336926E+00
  5433   0.562354E-01   0.157990E-02  -0.627937E-03   0.124667E+05   0.335725E+00
  5434   0.560793E-01   0.157589E-02  -0.621533E-03   0.124605E+05   0.334531E+00
  5435   0.559246E-01   0.157188E-02  -0.615209E-03   0.124543E+05   0.333343E+00
  5436   0.557711E-01   0.156786E-02  -0.608966E-03   0.124481E+05   0.332162E+00
  5437   0.556188E-01   0.156385E-02  -0.602802E-03   0.124419E+05   0.330988E+00
  5438   0.554677E-01   0.155984E-02  -0.596719E-03   0.124357E+05   0.329820E+00
  5439   0.553177E-01   0.155583E-02  -0.590714E-03   0.124296E+05   0.328659E+00
  5440   0.551691E-01   0.155182E-02  -0.584788E-03   0.124234E+05   0.327504E+00
  5441   0.550216E-01   0.154781E-02  -0.578940E-03   0.124172E+05   0.326356E+00
  5442   0.548753E-01   0.154380E-02  -0.573170E-03   0.124110E+05   0.325215E+00
  5443   0.547301E-01   0.153980E-02  -0.567477E-03   0.124048E+05   0.324081E+00
  5444   0.545861E-01   0.153579E-02  -0.561860E-03   0.123987E+05   0.322952E+00
  5445   0.544433E-01   0.153178E-02  -0.556320E-03   0.123925E+05   0.321831E+00
  5446   0.543017E-01   0.152777E-02  -0.550856E-03   0.123863E+05   0.320716E+00
  5447   0.541612E-01   0.152377E-02  -0.545467E-03   0.123801E+05   0.319607E+00
  5448   0.540218E-01   0.151976E-02  -0.540153E-03   0.123740E+05   0.318505E+00
  5449   0.538836E-01   0.151576E-02  -0.534913E-03   0.123678E+05   0.317410E+00
  5450   0.537465E-01   0.151176E-02  -0.529747E-03   0.123617E+05   0.316321E+00
  5451   0.536106E-01   0.150775E-02  -0.524655E-03   0.123555E+05   0.315239E+00
  5452   0.534757E-01   0.150375E-02  -0.519636E-03   0.123494E+05   0.314162E+00
  5453   0.533420E-01   0.149976E-02  -0.514690E-03   0.123432E+05   0.313093E+00
  5454   0.532094E-01   0.149575E-02  -0.509816E-03   0.123371E+05   0.312030E+00
  5455   0.530779E-01   0.149175E-02  -0.505014E-03   0.123309E+05   0.310973E+00
  5456   0.529475E-01   0.148776E-02  -0.500282E-03   0.123248E+05   0.309923E+00
  5457   0.528181E-01   0.148377E-02  -0.495622E-03   0.123187E+05   0.308879E+00
  5458   0.526899E-01   0.147977E-02  -0.491032E-03   0.123125E+05   0.307841E+00
  5459   0.525627E-01   0.147578E-02  -0.486511E-03   0.123064E+05   0.306810E+00
  5460   0.524366E-01   0.147179E-02  -0.482060E-03   0.123003E+05   0.305785E+00
  5461   0.523116E-01   0.146780E-02  -0.477678E-03   0.122942E+05   0.304766E+00
  5462   0.521876E-01   0.146382E-02  -0.473365E-03   0.122880E+05   0.303754E+00
  5463   0.520647E-01   0.145983E-02  -0.469119E-03   0.122819E+05   0.302748E+00
  5464   0.519428E-01   0.145584E-02  -0.464941E-03   0.122758E+05   0.301749E+00
  5465   0.518220E-01   0.145187E-02  -0.460830E-03   0.122697E+05   0.300755E+00
  5466   0.517021E-01   0.144788E-02  -0.456785E-03   0.122636E+05   0.299768E+00
  5467   0.515833E-01   0.144391E-02  -0.452807E-03   0.122575E+05   0.298787E+00
  5468   0.514656E-01   0.143993E-02  -0.448895E-03   0.122514E+05   0.297813E+00
  5469   0.513487E-01   0.143596E-02  -0.445048E-03   0.122453E+05   0.296844E+00
  5470   0.512330E-01   0.143198E-02  -0.441265E-03   0.122392E+05   0.295882E+00
  5471   0.511182E-01   0.142802E-02  -0.437547E-03   0.122331E+05   0.294926E+00
  5472   0.510045E-01   0.142405E-02  -0.433894E-03   0.122270E+05   0.293976E+00
  5473   0.508916E-01   0.142009E-02  -0.430303E-03   0.122209E+05   0.293033E+00
  5474   0.507798E-01   0.141612E-02  -0.426775E-03   0.122149E+05   0.292095E+00
  5475   0.506689E-01   0.141216E-02  -0.423310E-03   0.122088E+05   0.291164E+00
  5476   0.505591E-01   0.140820E-02  -0.419907E-03   0.122027E+05   0.290239E+00
  5477   0.504502E-01   0.140424E-02  -0.416565E-03   0.121966E+05   0.289320E+00
  5478   0.503422E-01   0.140029E-02  -0.413284E-03   0.121906E+05   0.288407E+00
  5479   0.502352E-01   0.139634E-02  -0.410065E-03   0.121845E+05   0.287500E+00
  5480   0.501291E-01   0.139239E-02  -0.406905E-03   0.121784E+05   0.286599E+00
  5481   0.500239E-01   0.138845E-02  -0.403805E-03   0.121724E+05   0.285704E+00
  5482   0.499197E-01   0.138450E-02  -0.400765E-03   0.121663E+05   0.284815E+00
  5483   0.498164E-01   0.138056E-02  -0.397783E-03   0.121603E+05   0.283932E+00
  5484   0.497140E-01   0.137662E-02  -0.394860E-03   0.121542E+05   0.283056E+00
  5485   0.496125E-01   0.137269E-02  -0.391994E-03   0.121482E+05   0.282185E+00
  5486   0.495119E-01   0.136876E-02  -0.389186E-03   0.121421E+05   0.281320E+00
