#    L    TT             EE             BB             TE             PP             TP             EP          
   229   0.572397E+04   0.113675E+01   0.126746E-01   0.281615E+02   0.499522E-07   0.115239E-03   0.108031E-07
   230   0.571831E+04   0.117526E+01   0.127312E-01   0.298386E+02   0.497245E-07   0.114315E-03   0.249777E-07
   231   0.571203E+04   0.121563E+01   0.127886E-01   0.315207E+02   0.494985E-07   0.113399E-03   0.391202E-07
   232   0.570513E+04   0.125789E+01   0.128463E-01   0.332070E+02   0.492742E-07   0.112489E-03   0.532299E-07
   233   0.569762E+04   0.130207E+01   0.129043E-01   0.348970E+02   0.490516E-07   0.111586E-03   0.673058E-07
   234   0.568948E+04   0.134819E+01   0.129622E-01   0.365897E+02   0.488305E-07   0.110690E-03   0.813472E-07
   235   0.568074E+04   0.139629E+01   0.130197E-01   0.382847E+02   0.486112E-07   0.109800E-03   0.953532E-07
   236   0.567139E+04   0.144638E+01   0.130766E-01   0.399812E+02   0.483934E-07   0.108917E-03   0.109323E-06
   237   0.566143E+04   0.149848E+01   0.131327E-01   0.416783E+02   0.481773E-07   0.108041E-03   0.123256E-06
   238   0.565087E+04   0.155263E+01   0.131877E-01   0.433755E+02   0.479627E-07   0.107170E-03   0.137151E-06
   239   0.563972E+04   0.160882E+01   0.132413E-01   0.450721E+02   0.477497E-07   0.106306E-03   0.151007E-06
   240   0.562797E+04   0.166710E+01   0.132932E-01   0.467670E+02   0.475382E-07   0.105449E-03   0.164823E-06
   241   0.561562E+04   0.172748E+01   0.133433E-01   0.484600E+02   0.473283E-07   0.104597E-03   0.178600E-06
   242   0.560269E+04   0.178998E+01   0.133912E-01   0.501499E+02   0.471199E-07   0.103751E-03   0.192335E-06
   243   0.558917E+04   0.185462E+01   0.134366E-01   0.518362E+02   0.469129E-07   0.102912E-03   0.206027E-06
   244   0.557508E+04   0.192141E+01   0.134794E-01   0.535182E+02   0.467074E-07   0.102078E-03   0.219678E-06
   245   0.556042E+04   0.199037E+01   0.135193E-01   0.551951E+02   0.465034E-07   0.101250E-03   0.233284E-06
   246   0.554520E+04   0.206151E+01   0.135560E-01   0.568664E+02   0.463008E-07   0.100428E-03   0.246846E-06
   247   0.552941E+04   0.213486E+01   0.135892E-01   0.585311E+02   0.460996E-07   0.996108E-04   0.260362E-06
   248   0.551308E+04   0.221042E+01   0.136187E-01   0.601886E+02   0.458998E-07   0.987997E-04   0.273832E-06
   249   0.549619E+04   0.228820E+01   0.136442E-01   0.618383E+02   0.457014E-07   0.979940E-04   0.287255E-06
   250   0.547877E+04   0.236822E+01   0.136655E-01   0.634793E+02   0.455043E-07   0.971937E-04   0.300631E-06
   251   0.546080E+04   0.245048E+01   0.136823E-01   0.651107E+02   0.453086E-07   0.963987E-04   0.313957E-06
   252   0.544230E+04   0.253499E+01   0.136948E-01   0.667320E+02   0.451142E-07   0.956089E-04   0.327234E-06
   253   0.542326E+04   0.262175E+01   0.137029E-01   0.683422E+02   0.449212E-07   0.948244E-04   0.340460E-06
   254   0.540370E+04   0.271078E+01   0.137068E-01   0.699404E+02   0.447294E-07   0.940451E-04   0.353634E-06
   255   0.538360E+04   0.280207E+01   0.137065E-01   0.715261E+02   0.445389E-07   0.932710E-04   0.366755E-06
   256   0.536298E+04   0.289563E+01   0.137022E-01   0.730984E+02   0.443498E-07   0.925021E-04   0.379823E-06
   257   0.534184E+04   0.299147E+01   0.136939E-01   0.746566E+02   0.441619E-07   0.917383E-04   0.392836E-06
   258   0.532021E+04   0.308957E+01   0.136817E-01   0.761997E+02   0.439752E-07   0.909796E-04   0.405793E-06
   259   0.529808E+04   0.318996E+01   0.136657E-01   0.777282E+02   0.437899E-07   0.902260E-04   0.418693E-06
   260   0.527548E+04   0.329261E+01   0.136460E-01   0.792398E+02   0.436058E-07   0.894775E-04   0.431536E-06
   261   0.525242E+04   0.339754E+01   0.136226E-01   0.807352E+02   0.434229E-07   0.887339E-04   0.444319E-06
   262   0.522891E+04   0.350474E+01   0.135957E-01   0.822130E+02   0.432412E-07   0.879955E-04   0.457043E-06
   263   0.520496E+04   0.361421E+01   0.135653E-01   0.836732E+02   0.430608E-07   0.872619E-04   0.469706E-06
   264   0.518058E+04   0.372594E+01   0.135316E-01   0.851143E+02   0.428815E-07   0.865334E-04   0.482306E-06
   265   0.515576E+04   0.383992E+01   0.134945E-01   0.865369E+02   0.427035E-07   0.858098E-04   0.494844E-06
   266   0.513053E+04   0.395614E+01   0.134543E-01   0.879389E+02   0.425266E-07   0.850910E-04   0.507318E-06
   267   0.510488E+04   0.407459E+01   0.134110E-01   0.893195E+02   0.423509E-07   0.843772E-04   0.519728E-06
   268   0.507883E+04   0.419525E+01   0.133646E-01   0.906795E+02   0.421764E-07   0.836682E-04   0.532071E-06
   269   0.505236E+04   0.431813E+01   0.133153E-01   0.920166E+02   0.420030E-07   0.829641E-04   0.544347E-06
   270   0.502550E+04   0.444319E+01   0.132631E-01   0.933315E+02   0.418308E-07   0.822648E-04   0.556555E-06
   271   0.499826E+04   0.457043E+01   0.132081E-01   0.946221E+02   0.416597E-07   0.815702E-04   0.568694E-06
   272   0.497063E+04   0.469983E+01   0.131505E-01   0.958890E+02   0.414898E-07   0.808804E-04   0.580764E-06
   273   0.494265E+04   0.483136E+01   0.130902E-01   0.971307E+02   0.413209E-07   0.801953E-04   0.592762E-06
   274   0.491430E+04   0.496502E+01   0.130275E-01   0.983481E+02   0.411532E-07   0.795150E-04   0.604688E-06
   275   0.488560E+04   0.510077E+01   0.129623E-01   0.995388E+02   0.409865E-07   0.788393E-04   0.616541E-06
   276   0.485658E+04   0.523860E+01   0.128947E-01   0.100704E+03   0.408209E-07   0.781683E-04   0.628320E-06
   277   0.482723E+04   0.537849E+01   0.128250E-01   0.101841E+03   0.406564E-07   0.775019E-04   0.640024E-06
   278   0.479756E+04   0.552041E+01   0.127530E-01   0.102950E+03   0.404930E-07   0.768401E-04   0.651652E-06
   279   0.476759E+04   0.566433E+01   0.126790E-01   0.104032E+03   0.403306E-07   0.761829E-04   0.663203E-06
   280   0.473734E+04   0.581022E+01   0.126029E-01   0.105085E+03   0.401692E-07   0.755302E-04   0.674676E-06
   281   0.470679E+04   0.595806E+01   0.125250E-01   0.106109E+03   0.400089E-07   0.748820E-04   0.686069E-06
   282   0.467597E+04   0.610781E+01   0.124452E-01   0.107103E+03   0.398496E-07   0.742384E-04   0.697383E-06
   283   0.464489E+04   0.625945E+01   0.123637E-01   0.108067E+03   0.396913E-07   0.735993E-04   0.708615E-06
   284   0.461356E+04   0.641293E+01   0.122805E-01   0.109000E+03   0.395341E-07   0.729645E-04   0.719765E-06
   285   0.458198E+04   0.656824E+01   0.121958E-01   0.109902E+03   0.393778E-07   0.723343E-04   0.730832E-06
   286   0.455016E+04   0.672533E+01   0.121096E-01   0.110772E+03   0.392225E-07   0.717084E-04   0.741815E-06
   287   0.451814E+04   0.688416E+01   0.120220E-01   0.111611E+03   0.390681E-07   0.710869E-04   0.752712E-06
   288   0.448590E+04   0.704469E+01   0.119330E-01   0.112416E+03   0.389147E-07   0.704698E-04   0.763523E-06
   289   0.445345E+04   0.720690E+01   0.118429E-01   0.113189E+03   0.387623E-07   0.698570E-04   0.774247E-06
   290   0.442082E+04   0.737073E+01   0.117516E-01   0.113928E+03   0.386108E-07   0.692484E-04   0.784883E-06
   291   0.438802E+04   0.753617E+01   0.116593E-01   0.114633E+03   0.384602E-07   0.686442E-04   0.795430E-06
   292   0.435504E+04   0.770309E+01   0.115660E-01   0.115304E+03   0.383106E-07   0.680442E-04   0.805886E-06
   293   0.432190E+04   0.787155E+01   0.114718E-01   0.115942E+03   0.381618E-07   0.674485E-04   0.816251E-06
   294   0.428861E+04   0.804148E+01   0.113768E-01   0.116543E+03   0.380140E-07   0.668569E-04   0.826523E-06
   295   0.425518E+04   0.821273E+01   0.112812E-01   0.117109E+03   0.378670E-07   0.662695E-04   0.836702E-06
   296   0.422162E+04   0.838538E+01   0.111849E-01   0.117640E+03   0.377210E-07   0.656863E-04   0.846787E-06
   297   0.418793E+04   0.855928E+01   0.110880E-01   0.118134E+03   0.375758E-07   0.651072E-04   0.856777E-06
   298   0.415413E+04   0.873443E+01   0.109908E-01   0.118591E+03   0.374314E-07   0.645322E-04   0.866670E-06
   299   0.412023E+04   0.891075E+01   0.108931E-01   0.119011E+03   0.372879E-07   0.639612E-04   0.876466E-06
   300   0.408624E+04   0.908816E+01   0.107952E-01   0.119395E+03   0.371452E-07   0.633943E-04   0.886163E-06
   301   0.405217E+04   0.926675E+01   0.106971E-01   0.119741E+03   0.370034E-07   0.628315E-04   0.895761E-06
   302   0.401804E+04   0.944629E+01   0.105989E-01   0.120050E+03   0.368624E-07   0.622726E-04   0.905259E-06
   303   0.398386E+04   0.962685E+01   0.105005E-01   0.120322E+03   0.367222E-07   0.617178E-04   0.914656E-06
   304   0.394963E+04   0.980837E+01   0.104022E-01   0.120556E+03   0.365828E-07   0.611669E-04   0.923953E-06
   305   0.391537E+04   0.999076E+01   0.103039E-01   0.120753E+03   0.364442E-07   0.606199E-04   0.933148E-06
   306   0.388109E+04   0.101740E+02   0.102057E-01   0.120911E+03   0.363065E-07   0.600769E-04   0.942240E-06
   307   0.384681E+04   0.103580E+02   0.101076E-01   0.121032E+03   0.361695E-07   0.595378E-04   0.951230E-06
   308   0.381253E+04   0.105428E+02   0.100098E-01   0.121114E+03   0.360333E-07   0.590026E-04   0.960116E-06
   309   0.377826E+04   0.107281E+02   0.991216E-02   0.121159E+03   0.358978E-07   0.584713E-04   0.968899E-06
   310   0.374400E+04   0.109140E+02   0.981488E-02   0.121165E+03   0.357632E-07   0.579438E-04   0.977577E-06
   311   0.370978E+04   0.111005E+02   0.971797E-02   0.121133E+03   0.356293E-07   0.574202E-04   0.986150E-06
   312   0.367560E+04   0.112874E+02   0.962148E-02   0.121062E+03   0.354962E-07   0.569003E-04   0.994617E-06
   313   0.364147E+04   0.114747E+02   0.952549E-02   0.120952E+03   0.353639E-07   0.563843E-04   0.100298E-05
   314   0.360740E+04   0.116624E+02   0.943004E-02   0.120804E+03   0.352322E-07   0.558720E-04   0.101123E-05
   315   0.357339E+04   0.118502E+02   0.933518E-02   0.120617E+03   0.351014E-07   0.553635E-04   0.101938E-05
   316   0.353947E+04   0.120384E+02   0.924098E-02   0.120391E+03   0.349713E-07   0.548588E-04   0.102742E-05
   317   0.350564E+04   0.122266E+02   0.914749E-02   0.120128E+03   0.348419E-07   0.543577E-04   0.103535E-05
   318   0.347192E+04   0.124148E+02   0.905477E-02   0.119826E+03   0.347132E-07   0.538604E-04   0.104317E-05
   319   0.343830E+04   0.126031E+02   0.896287E-02   0.119484E+03   0.345853E-07   0.533668E-04   0.105089E-05
   320   0.340480E+04   0.127913E+02   0.887185E-02   0.119105E+03   0.344581E-07   0.528768E-04   0.105849E-05
   321   0.337143E+04   0.129794E+02   0.878177E-02   0.118688E+03   0.343316E-07   0.523904E-04   0.106598E-05
   322   0.333820E+04   0.131673E+02   0.869268E-02   0.118233E+03   0.342058E-07   0.519077E-04   0.107336E-05
   323   0.330513E+04   0.133548E+02   0.860464E-02   0.117739E+03   0.340807E-07   0.514286E-04   0.108063E-05
   324   0.327220E+04   0.135420E+02   0.851770E-02   0.117208E+03   0.339563E-07   0.509531E-04   0.108779E-05
   325   0.323945E+04   0.137288E+02   0.843193E-02   0.116639E+03   0.338325E-07   0.504811E-04   0.109483E-05
   326   0.320687E+04   0.139152E+02   0.834737E-02   0.116033E+03   0.337095E-07   0.500128E-04   0.110177E-05
   327   0.317448E+04   0.141010E+02   0.826409E-02   0.115389E+03   0.335871E-07   0.495479E-04   0.110858E-05
   328   0.314229E+04   0.142861E+02   0.818213E-02   0.114708E+03   0.334654E-07   0.490865E-04   0.111529E-05
   329   0.311029E+04   0.144705E+02   0.810157E-02   0.113991E+03   0.333444E-07   0.486287E-04   0.112187E-05
   330   0.307851E+04   0.146541E+02   0.802244E-02   0.113236E+03   0.332240E-07   0.481743E-04   0.112834E-05
   331   0.304695E+04   0.148369E+02   0.794482E-02   0.112446E+03   0.331043E-07   0.477233E-04   0.113470E-05
   332   0.301562E+04   0.150188E+02   0.786875E-02   0.111618E+03   0.329853E-07   0.472759E-04   0.114094E-05
   333   0.298452E+04   0.151996E+02   0.779429E-02   0.110756E+03   0.328668E-07   0.468318E-04   0.114706E-05
   334   0.295367E+04   0.153794E+02   0.772150E-02   0.109858E+03   0.327490E-07   0.463911E-04   0.115306E-05
   335   0.292307E+04   0.155580E+02   0.765044E-02   0.108925E+03   0.326319E-07   0.459538E-04   0.115895E-05
   336   0.289274E+04   0.157355E+02   0.758115E-02   0.107957E+03   0.325153E-07   0.455199E-04   0.116472E-05
   337   0.286268E+04   0.159116E+02   0.751371E-02   0.106956E+03   0.323994E-07   0.450893E-04   0.117036E-05
   338   0.283289E+04   0.160865E+02   0.744815E-02   0.105920E+03   0.322841E-07   0.446620E-04   0.117589E-05
   339   0.280339E+04   0.162599E+02   0.738455E-02   0.104851E+03   0.321694E-07   0.442380E-04   0.118130E-05
   340   0.277419E+04   0.164319E+02   0.732295E-02   0.103750E+03   0.320553E-07   0.438174E-04   0.118658E-05
   341   0.274529E+04   0.166023E+02   0.726342E-02   0.102616E+03   0.319418E-07   0.434000E-04   0.119174E-05
   342   0.271669E+04   0.167711E+02   0.720600E-02   0.101449E+03   0.318289E-07   0.429858E-04   0.119678E-05
   343   0.268840E+04   0.169381E+02   0.715075E-02   0.100251E+03   0.317166E-07   0.425749E-04   0.120170E-05
   344   0.266043E+04   0.171034E+02   0.709774E-02   0.990210E+02   0.316048E-07   0.421671E-04   0.120650E-05
   345   0.263277E+04   0.172667E+02   0.704702E-02   0.977595E+02   0.314936E-07   0.417626E-04   0.121117E-05
   346   0.260544E+04   0.174281E+02   0.699864E-02   0.964668E+02   0.313830E-07   0.413613E-04   0.121571E-05
   347   0.257844E+04   0.175874E+02   0.695266E-02   0.951435E+02   0.312730E-07   0.409631E-04   0.122013E-05
   348   0.255177E+04   0.177446E+02   0.690913E-02   0.937897E+02   0.311634E-07   0.405680E-04   0.122443E-05
   349   0.252545E+04   0.178996E+02   0.686812E-02   0.924076E+02   0.310545E-07   0.401760E-04   0.122860E-05
   350   0.249947E+04   0.180525E+02   0.682968E-02   0.909965E+02   0.309461E-07   0.397872E-04   0.123264E-05
   351   0.247386E+04   0.182031E+02   0.679384E-02   0.895577E+02   0.308382E-07   0.394014E-04   0.123655E-05
   352   0.244862E+04   0.183514E+02   0.676055E-02   0.880921E+02   0.307309E-07   0.390187E-04   0.124034E-05
   353   0.242376E+04   0.184974E+02   0.672974E-02   0.865998E+02   0.306241E-07   0.386390E-04   0.124400E-05
   354   0.239927E+04   0.186410E+02   0.670133E-02   0.850828E+02   0.305178E-07   0.382624E-04   0.124754E-05
   355   0.237517E+04   0.187820E+02   0.667526E-02   0.835405E+02   0.304121E-07   0.378889E-04   0.125095E-05
   356   0.235146E+04   0.189206E+02   0.665144E-02   0.819736E+02   0.303068E-07   0.375183E-04   0.125424E-05
   357   0.232814E+04   0.190565E+02   0.662980E-02   0.803829E+02   0.302021E-07   0.371508E-04   0.125740E-05
   358   0.230522E+04   0.191898E+02   0.661028E-02   0.787691E+02   0.300979E-07   0.367863E-04   0.126044E-05
   359   0.228270E+04   0.193203E+02   0.659279E-02   0.771322E+02   0.299942E-07   0.364248E-04   0.126336E-05
   360   0.226058E+04   0.194480E+02   0.657726E-02   0.754738E+02   0.298911E-07   0.360663E-04   0.126615E-05
   361   0.223887E+04   0.195728E+02   0.656362E-02   0.737927E+02   0.297884E-07   0.357107E-04   0.126883E-05
   362   0.221757E+04   0.196946E+02   0.655180E-02   0.720908E+02   0.296862E-07   0.353581E-04   0.127138E-05
   363   0.219669E+04   0.198133E+02   0.654172E-02   0.703688E+02   0.295846E-07   0.350085E-04   0.127381E-05
   364   0.217622E+04   0.199291E+02   0.653330E-02   0.686273E+02   0.294834E-07   0.346618E-04   0.127612E-05
   365   0.215618E+04   0.200417E+02   0.652648E-02   0.668671E+02   0.293827E-07   0.343181E-04   0.127832E-05
   366   0.213656E+04   0.201511E+02   0.652118E-02   0.650890E+02   0.292826E-07   0.339773E-04   0.128039E-05
   367   0.211737E+04   0.202573E+02   0.651733E-02   0.632938E+02   0.291829E-07   0.336394E-04   0.128235E-05
   368   0.209861E+04   0.203602E+02   0.651485E-02   0.614823E+02   0.290837E-07   0.333044E-04   0.128419E-05
   369   0.208029E+04   0.204599E+02   0.651367E-02   0.596552E+02   0.289849E-07   0.329723E-04   0.128592E-05
   370   0.206240E+04   0.205561E+02   0.651371E-02   0.578133E+02   0.288867E-07   0.326431E-04   0.128752E-05
   371   0.204495E+04   0.206491E+02   0.651491E-02   0.559574E+02   0.287889E-07   0.323167E-04   0.128901E-05
   372   0.202794E+04   0.207385E+02   0.651718E-02   0.540882E+02   0.286916E-07   0.319933E-04   0.129039E-05
   373   0.201137E+04   0.208245E+02   0.652046E-02   0.522065E+02   0.285948E-07   0.316727E-04   0.129165E-05
   374   0.199525E+04   0.209070E+02   0.652468E-02   0.503132E+02   0.284985E-07   0.313549E-04   0.129280E-05
   375   0.197956E+04   0.209859E+02   0.652974E-02   0.484088E+02   0.284026E-07   0.310400E-04   0.129384E-05
   376   0.196432E+04   0.210612E+02   0.653560E-02   0.464942E+02   0.283071E-07   0.307278E-04   0.129476E-05
   377   0.194953E+04   0.211329E+02   0.654216E-02   0.445702E+02   0.282122E-07   0.304186E-04   0.129557E-05
   378   0.193518E+04   0.212008E+02   0.654936E-02   0.426374E+02   0.281176E-07   0.301121E-04   0.129627E-05
   379   0.192128E+04   0.212650E+02   0.655712E-02   0.406967E+02   0.280236E-07   0.298084E-04   0.129686E-05
   380   0.190784E+04   0.213253E+02   0.656537E-02   0.387488E+02   0.279299E-07   0.295075E-04   0.129734E-05
   381   0.189484E+04   0.213819E+02   0.657404E-02   0.367944E+02   0.278368E-07   0.292093E-04   0.129771E-05
   382   0.188229E+04   0.214345E+02   0.658305E-02   0.348343E+02   0.277440E-07   0.289140E-04   0.129797E-05
   383   0.187019E+04   0.214833E+02   0.659233E-02   0.328694E+02   0.276517E-07   0.286213E-04   0.129812E-05
   384   0.185854E+04   0.215281E+02   0.660180E-02   0.309005E+02   0.275599E-07   0.283315E-04   0.129817E-05
   385   0.184734E+04   0.215691E+02   0.661139E-02   0.289284E+02   0.274685E-07   0.280443E-04   0.129810E-05
   386   0.183659E+04   0.216061E+02   0.662103E-02   0.269540E+02   0.273775E-07   0.277599E-04   0.129793E-05
   387   0.182629E+04   0.216392E+02   0.663065E-02   0.249781E+02   0.272869E-07   0.274782E-04   0.129766E-05
   388   0.181643E+04   0.216685E+02   0.664016E-02   0.230016E+02   0.271968E-07   0.271992E-04   0.129728E-05
   389   0.180701E+04   0.216938E+02   0.664950E-02   0.210254E+02   0.271070E-07   0.269230E-04   0.129679E-05
   390   0.179804E+04   0.217152E+02   0.665859E-02   0.190501E+02   0.270177E-07   0.266493E-04   0.129620E-05
   391   0.178952E+04   0.217327E+02   0.666737E-02   0.170768E+02   0.269289E-07   0.263784E-04   0.129551E-05
   392   0.178142E+04   0.217461E+02   0.667574E-02   0.151061E+02   0.268404E-07   0.261101E-04   0.129471E-05
   393   0.177378E+04   0.217556E+02   0.668365E-02   0.131388E+02   0.267523E-07   0.258445E-04   0.129381E-05
   394   0.176656E+04   0.217611E+02   0.669102E-02   0.111757E+02   0.266647E-07   0.255815E-04   0.129281E-05
   395   0.175977E+04   0.217625E+02   0.669777E-02   0.921764E+01   0.265774E-07   0.253212E-04   0.129171E-05
   396   0.175341E+04   0.217599E+02   0.670384E-02   0.726540E+01   0.264905E-07   0.250635E-04   0.129050E-05
   397   0.174748E+04   0.217533E+02   0.670914E-02   0.531978E+01   0.264041E-07   0.248084E-04   0.128920E-05
   398   0.174198E+04   0.217427E+02   0.671360E-02   0.338152E+01   0.263180E-07   0.245559E-04   0.128780E-05
   399   0.173689E+04   0.217279E+02   0.671715E-02   0.145142E+01   0.262323E-07   0.243059E-04   0.128629E-05
   400   0.173224E+04   0.217093E+02   0.671972E-02  -0.469747E+00   0.261470E-07   0.240586E-04   0.128469E-05
   401   0.172800E+04   0.216865E+02   0.672125E-02  -0.238122E+01   0.260621E-07   0.238139E-04   0.128299E-05
   402   0.172419E+04   0.216597E+02   0.672173E-02  -0.428222E+01   0.259776E-07   0.235717E-04   0.128120E-05
   403   0.172078E+04   0.216290E+02   0.672118E-02  -0.617199E+01   0.258935E-07   0.233320E-04   0.127930E-05
