#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  4727   0.324962E+00  -0.766691E-02   0.369047E-07  -0.766691E-02   0.106479E-01   0.202740E-09   0.369047E-07   0.202740E-09   0.380899E-09
  4728   0.323691E+00  -0.764112E-02   0.366336E-07  -0.764112E-02   0.106382E-01   0.201527E-09   0.366336E-07   0.201527E-09   0.380705E-09
  4729   0.322427E+00  -0.761702E-02   0.363613E-07  -0.761702E-02   0.106287E-01   0.200303E-09   0.363613E-07   0.200303E-09   0.380511E-09
  4730   0.321170E+00  -0.759456E-02   0.360887E-07  -0.759456E-02   0.106191E-01   0.199067E-09   0.360887E-07   0.199067E-09   0.380318E-09
  4731   0.319920E+00  -0.757381E-02   0.358163E-07  -0.757381E-02   0.106096E-01   0.197818E-09   0.358163E-07   0.197818E-09   0.380124E-09
  4732   0.318678E+00  -0.755468E-02   0.355449E-07  -0.755468E-02   0.106002E-01   0.196559E-09   0.355449E-07   0.196559E-09   0.379931E-09
  4733   0.317443E+00  -0.753719E-02   0.352749E-07  -0.753719E-02   0.105908E-01   0.195288E-09   0.352749E-07   0.195288E-09   0.379737E-09
  4734   0.316217E+00  -0.752125E-02   0.350073E-07  -0.752125E-02   0.105815E-01   0.194005E-09   0.350073E-07   0.194005E-09   0.379544E-09
  4735   0.314996E+00  -0.750694E-02   0.347425E-07  -0.750694E-02   0.105722E-01   0.192712E-09   0.347425E-07   0.192712E-09   0.379351E-09
  4736   0.313785E+00  -0.749419E-02   0.344812E-07  -0.749419E-02   0.105629E-01   0.191407E-09   0.344812E-07   0.191407E-09   0.379158E-09
  4737   0.312581E+00  -0.748292E-02   0.342241E-07  -0.748292E-02   0.105537E-01   0.190092E-09   0.342241E-07   0.190092E-09   0.378965E-09
  4738   0.311385E+00  -0.747328E-02   0.339719E-07  -0.747328E-02   0.105445E-01   0.188766E-09   0.339719E-07   0.188766E-09   0.378772E-09
  4739   0.310196E+00  -0.746513E-02   0.337252E-07  -0.746513E-02   0.105352E-01   0.187430E-09   0.337252E-07   0.187430E-09   0.378579E-09
  4740   0.309016E+00  -0.745845E-02   0.334846E-07  -0.745845E-02   0.105260E-01   0.186083E-09   0.334846E-07   0.186083E-09   0.378387E-09
  4741   0.307844E+00  -0.745326E-02   0.332508E-07  -0.745326E-02   0.105167E-01   0.184726E-09   0.332508E-07   0.184726E-09   0.378194E-09
  4742   0.306680E+00  -0.744952E-02   0.330245E-07  -0.744952E-02   0.105074E-01   0.183360E-09   0.330245E-07   0.183360E-09   0.378002E-09
  4743   0.305524E+00  -0.744724E-02   0.328064E-07  -0.744724E-02   0.104981E-01   0.181983E-09   0.328064E-07   0.181983E-09   0.377810E-09
  4744   0.304376E+00  -0.744636E-02   0.325970E-07  -0.744636E-02   0.104888E-01   0.180597E-09   0.325970E-07   0.180597E-09   0.377617E-09
  4745   0.303236E+00  -0.744687E-02   0.323971E-07  -0.744687E-02   0.104794E-01   0.179202E-09   0.323971E-07   0.179202E-09   0.377425E-09
  4746   0.302105E+00  -0.744877E-02   0.322073E-07  -0.744877E-02   0.104700E-01   0.177797E-09   0.322073E-07   0.177797E-09   0.377233E-09
  4747   0.300981E+00  -0.745200E-02   0.320282E-07  -0.745200E-02   0.104605E-01   0.176383E-09   0.320282E-07   0.176383E-09   0.377042E-09
  4748   0.299867E+00  -0.745656E-02   0.318605E-07  -0.745656E-02   0.104510E-01   0.174960E-09   0.318605E-07   0.174960E-09   0.376850E-09
  4749   0.298760E+00  -0.746242E-02   0.317049E-07  -0.746242E-02   0.104414E-01   0.173528E-09   0.317049E-07   0.173528E-09   0.376658E-09
  4750   0.297662E+00  -0.746960E-02   0.315621E-07  -0.746960E-02   0.104317E-01   0.172088E-09   0.315621E-07   0.172088E-09   0.376467E-09
  4751   0.296572E+00  -0.747794E-02   0.314324E-07  -0.747794E-02   0.104219E-01   0.170639E-09   0.314324E-07   0.170639E-09   0.376275E-09
  4752   0.295491E+00  -0.748761E-02   0.313157E-07  -0.748761E-02   0.104121E-01   0.169183E-09   0.313157E-07   0.169183E-09   0.376084E-09
  4753   0.294417E+00  -0.749846E-02   0.312115E-07  -0.749846E-02   0.104022E-01   0.167717E-09   0.312115E-07   0.167717E-09   0.375893E-09
  4754   0.293353E+00  -0.751049E-02   0.311195E-07  -0.751049E-02   0.103922E-01   0.166245E-09   0.311195E-07   0.166245E-09   0.375702E-09
  4755   0.292296E+00  -0.752363E-02   0.310391E-07  -0.752363E-02   0.103820E-01   0.164764E-09   0.310391E-07   0.164764E-09   0.375511E-09
  4756   0.291249E+00  -0.753795E-02   0.309701E-07  -0.753795E-02   0.103717E-01   0.163276E-09   0.309701E-07   0.163276E-09   0.375320E-09
  4757   0.290210E+00  -0.755346E-02   0.309120E-07  -0.755346E-02   0.103614E-01   0.161781E-09   0.309120E-07   0.161781E-09   0.375129E-09
  4758   0.289179E+00  -0.756999E-02   0.308643E-07  -0.756999E-02   0.103509E-01   0.160278E-09   0.308643E-07   0.160278E-09   0.374938E-09
  4759   0.288157E+00  -0.758763E-02   0.308267E-07  -0.758763E-02   0.103403E-01   0.158769E-09   0.308267E-07   0.158769E-09   0.374748E-09
  4760   0.287144E+00  -0.760623E-02   0.307987E-07  -0.760623E-02   0.103295E-01   0.157253E-09   0.307987E-07   0.157253E-09   0.374557E-09
  4761   0.286139E+00  -0.762594E-02   0.307799E-07  -0.762594E-02   0.103186E-01   0.155730E-09   0.307799E-07   0.155730E-09   0.374367E-09
  4762   0.285143E+00  -0.764661E-02   0.307699E-07  -0.764661E-02   0.103076E-01   0.154201E-09   0.307699E-07   0.154201E-09   0.374177E-09
  4763   0.284155E+00  -0.766823E-02   0.307683E-07  -0.766823E-02   0.102964E-01   0.152666E-09   0.307683E-07   0.152666E-09   0.373987E-09
  4764   0.283176E+00  -0.769081E-02   0.307747E-07  -0.769081E-02   0.102851E-01   0.151125E-09   0.307747E-07   0.151125E-09   0.373797E-09
  4765   0.282206E+00  -0.771428E-02   0.307886E-07  -0.771428E-02   0.102737E-01   0.149578E-09   0.307886E-07   0.149578E-09   0.373607E-09
  4766   0.281245E+00  -0.773863E-02   0.308097E-07  -0.773863E-02   0.102620E-01   0.148026E-09   0.308097E-07   0.148026E-09   0.373417E-09
  4767   0.280292E+00  -0.776379E-02   0.308375E-07  -0.776379E-02   0.102502E-01   0.146468E-09   0.308375E-07   0.146468E-09   0.373227E-09
  4768   0.279348E+00  -0.778983E-02   0.308715E-07  -0.778983E-02   0.102383E-01   0.144905E-09   0.308715E-07   0.144905E-09   0.373038E-09
  4769   0.278413E+00  -0.781668E-02   0.309115E-07  -0.781668E-02   0.102261E-01   0.143337E-09   0.309115E-07   0.143337E-09   0.372848E-09
  4770   0.277486E+00  -0.784434E-02   0.309569E-07  -0.784434E-02   0.102138E-01   0.141764E-09   0.309569E-07   0.141764E-09   0.372659E-09
  4771   0.276567E+00  -0.787274E-02   0.310074E-07  -0.787274E-02   0.102012E-01   0.140187E-09   0.310074E-07   0.140187E-09   0.372469E-09
  4772   0.275657E+00  -0.790187E-02   0.310626E-07  -0.790187E-02   0.101885E-01   0.138605E-09   0.310626E-07   0.138605E-09   0.372280E-09
  4773   0.274756E+00  -0.793167E-02   0.311219E-07  -0.793167E-02   0.101757E-01   0.137019E-09   0.311219E-07   0.137019E-09   0.372091E-09
  4774   0.273864E+00  -0.796220E-02   0.311851E-07  -0.796220E-02   0.101626E-01   0.135429E-09   0.311851E-07   0.135429E-09   0.371902E-09
  4775   0.272980E+00  -0.799331E-02   0.312516E-07  -0.799331E-02   0.101493E-01   0.133836E-09   0.312516E-07   0.133836E-09   0.371713E-09
  4776   0.272105E+00  -0.802508E-02   0.313211E-07  -0.802508E-02   0.101358E-01   0.132238E-09   0.313211E-07   0.132238E-09   0.371525E-09
  4777   0.271238E+00  -0.805752E-02   0.313932E-07  -0.805752E-02   0.101221E-01   0.130637E-09   0.313932E-07   0.130637E-09   0.371336E-09
  4778   0.270380E+00  -0.809047E-02   0.314674E-07  -0.809047E-02   0.101082E-01   0.129033E-09   0.314674E-07   0.129033E-09   0.371147E-09
  4779   0.269530E+00  -0.812400E-02   0.315434E-07  -0.812400E-02   0.100941E-01   0.127426E-09   0.315434E-07   0.127426E-09   0.370959E-09
  4780   0.268690E+00  -0.815804E-02   0.316206E-07  -0.815804E-02   0.100797E-01   0.125816E-09   0.316206E-07   0.125816E-09   0.370771E-09
  4781   0.267857E+00  -0.819253E-02   0.316988E-07  -0.819253E-02   0.100651E-01   0.124203E-09   0.316988E-07   0.124203E-09   0.370582E-09
  4782   0.267033E+00  -0.822760E-02   0.317774E-07  -0.822760E-02   0.100504E-01   0.122588E-09   0.317774E-07   0.122588E-09   0.370394E-09
  4783   0.266217E+00  -0.826303E-02   0.318561E-07  -0.826303E-02   0.100353E-01   0.120970E-09   0.318561E-07   0.120970E-09   0.370206E-09
  4784   0.265410E+00  -0.829897E-02   0.319344E-07  -0.829897E-02   0.100201E-01   0.119350E-09   0.319344E-07   0.119350E-09   0.370018E-09
  4785   0.264611E+00  -0.833528E-02   0.320119E-07  -0.833528E-02   0.100045E-01   0.117729E-09   0.320119E-07   0.117729E-09   0.369830E-09
  4786   0.263820E+00  -0.837187E-02   0.320883E-07  -0.837187E-02   0.998886E-02   0.116105E-09   0.320883E-07   0.116105E-09   0.369643E-09
  4787   0.263038E+00  -0.840890E-02   0.321630E-07  -0.840890E-02   0.997287E-02   0.114480E-09   0.321630E-07   0.114480E-09   0.369455E-09
  4788   0.262264E+00  -0.844630E-02   0.322358E-07  -0.844630E-02   0.995666E-02   0.112854E-09   0.322358E-07   0.112854E-09   0.369268E-09
  4789   0.261497E+00  -0.848391E-02   0.323061E-07  -0.848391E-02   0.994022E-02   0.111227E-09   0.323061E-07   0.111227E-09   0.369080E-09
  4790   0.260740E+00  -0.852181E-02   0.323735E-07  -0.852181E-02   0.992356E-02   0.109598E-09   0.323735E-07   0.109598E-09   0.368893E-09
  4791   0.259990E+00  -0.855999E-02   0.324377E-07  -0.855999E-02   0.990660E-02   0.107969E-09   0.324377E-07   0.107969E-09   0.368706E-09
  4792   0.259248E+00  -0.859832E-02   0.324981E-07  -0.859832E-02   0.988942E-02   0.106340E-09   0.324981E-07   0.106340E-09   0.368519E-09
  4793   0.258514E+00  -0.863693E-02   0.325545E-07  -0.863693E-02   0.987193E-02   0.104710E-09   0.325545E-07   0.104710E-09   0.368332E-09
  4794   0.257789E+00  -0.867569E-02   0.326064E-07  -0.867569E-02   0.985430E-02   0.103079E-09   0.326064E-07   0.103079E-09   0.368145E-09
  4795   0.257070E+00  -0.871458E-02   0.326533E-07  -0.871458E-02   0.983638E-02   0.101449E-09   0.326533E-07   0.101449E-09   0.367958E-09
  4796   0.256360E+00  -0.875354E-02   0.326948E-07  -0.875354E-02   0.981815E-02   0.998192E-10   0.326948E-07   0.998192E-10   0.367771E-09
  4797   0.255658E+00  -0.879264E-02   0.327306E-07  -0.879264E-02   0.979977E-02   0.981896E-10   0.327306E-07   0.981896E-10   0.367585E-09
  4798   0.254963E+00  -0.883180E-02   0.327603E-07  -0.883180E-02   0.978110E-02   0.965605E-10   0.327603E-07   0.965605E-10   0.367398E-09
  4799   0.254276E+00  -0.887103E-02   0.327833E-07  -0.887103E-02   0.976213E-02   0.949323E-10   0.327833E-07   0.949323E-10   0.367212E-09
  4800   0.253596E+00  -0.891025E-02   0.327993E-07  -0.891025E-02   0.974294E-02   0.933050E-10   0.327993E-07   0.933050E-10   0.367026E-09
  4801   0.252925E+00  -0.894946E-02   0.328080E-07  -0.894946E-02   0.972352E-02   0.916788E-10   0.328080E-07   0.916788E-10   0.366840E-09
  4802   0.252260E+00  -0.898866E-02   0.328095E-07  -0.898866E-02   0.970380E-02   0.900540E-10   0.328095E-07   0.900540E-10   0.366654E-09
  4803   0.251604E+00  -0.902778E-02   0.328041E-07  -0.902778E-02   0.968386E-02   0.884306E-10   0.328041E-07   0.884306E-10   0.366468E-09
  4804   0.250953E+00  -0.906682E-02   0.327921E-07  -0.906682E-02   0.966363E-02   0.868089E-10   0.327921E-07   0.868089E-10   0.366282E-09
  4805   0.250311E+00  -0.910577E-02   0.327737E-07  -0.910577E-02   0.964317E-02   0.851889E-10   0.327737E-07   0.851889E-10   0.366096E-09
  4806   0.249675E+00  -0.914456E-02   0.327493E-07  -0.914456E-02   0.962241E-02   0.835708E-10   0.327493E-07   0.835708E-10   0.365910E-09
  4807   0.249047E+00  -0.918320E-02   0.327190E-07  -0.918320E-02   0.960143E-02   0.819548E-10   0.327190E-07   0.819548E-10   0.365725E-09
  4808   0.248426E+00  -0.922176E-02   0.326832E-07  -0.922176E-02   0.958023E-02   0.803410E-10   0.326832E-07   0.803410E-10   0.365540E-09
  4809   0.247811E+00  -0.926001E-02   0.326421E-07  -0.926001E-02   0.955873E-02   0.787296E-10   0.326421E-07   0.787296E-10   0.365354E-09
  4810   0.247204E+00  -0.929810E-02   0.325960E-07  -0.929810E-02   0.953700E-02   0.771207E-10   0.325960E-07   0.771207E-10   0.365169E-09
  4811   0.246604E+00  -0.933596E-02   0.325451E-07  -0.933596E-02   0.951506E-02   0.755145E-10   0.325451E-07   0.755145E-10   0.364984E-09
  4812   0.246010E+00  -0.937359E-02   0.324898E-07  -0.937359E-02   0.949281E-02   0.739111E-10   0.324898E-07   0.739111E-10   0.364799E-09
  4813   0.245422E+00  -0.941085E-02   0.324303E-07  -0.941085E-02   0.947027E-02   0.723107E-10   0.324303E-07   0.723107E-10   0.364614E-09
  4814   0.244842E+00  -0.944787E-02   0.323668E-07  -0.944787E-02   0.944758E-02   0.707135E-10   0.323668E-07   0.707135E-10   0.364429E-09
  4815   0.244268E+00  -0.948458E-02   0.322997E-07  -0.948458E-02   0.942459E-02   0.691195E-10   0.322997E-07   0.691195E-10   0.364244E-09
  4816   0.243701E+00  -0.952092E-02   0.322291E-07  -0.952092E-02   0.940131E-02   0.675290E-10   0.322291E-07   0.675290E-10   0.364060E-09
  4817   0.243139E+00  -0.955695E-02   0.321555E-07  -0.955695E-02   0.937787E-02   0.659420E-10   0.321555E-07   0.659420E-10   0.363875E-09
  4818   0.242585E+00  -0.959253E-02   0.320790E-07  -0.959253E-02   0.935414E-02   0.643588E-10   0.320790E-07   0.643588E-10   0.363691E-09
  4819   0.242037E+00  -0.962780E-02   0.319999E-07  -0.962780E-02   0.933019E-02   0.627795E-10   0.319999E-07   0.627795E-10   0.363507E-09
  4820   0.241495E+00  -0.966255E-02   0.319185E-07  -0.966255E-02   0.930594E-02   0.612042E-10   0.319185E-07   0.612042E-10   0.363322E-09
  4821   0.240959E+00  -0.969692E-02   0.318350E-07  -0.969692E-02   0.928154E-02   0.596332E-10   0.318350E-07   0.596332E-10   0.363138E-09
  4822   0.240429E+00  -0.973084E-02   0.317497E-07  -0.973084E-02   0.925685E-02   0.580664E-10   0.317497E-07   0.580664E-10   0.362954E-09
  4823   0.239905E+00  -0.976430E-02   0.316630E-07  -0.976430E-02   0.923193E-02   0.565042E-10   0.316630E-07   0.565042E-10   0.362770E-09
  4824   0.239388E+00  -0.979724E-02   0.315749E-07  -0.979724E-02   0.920679E-02   0.549466E-10   0.315749E-07   0.549466E-10   0.362587E-09
  4825   0.238875E+00  -0.982965E-02   0.314860E-07  -0.982965E-02   0.918143E-02   0.533939E-10   0.314860E-07   0.533939E-10   0.362403E-09
  4826   0.238369E+00  -0.986153E-02   0.313963E-07  -0.986153E-02   0.915584E-02   0.518460E-10   0.313963E-07   0.518460E-10   0.362219E-09
  4827   0.237869E+00  -0.989288E-02   0.313061E-07  -0.989288E-02   0.913003E-02   0.503033E-10   0.313061E-07   0.503033E-10   0.362036E-09
  4828   0.237374E+00  -0.992371E-02   0.312158E-07  -0.992371E-02   0.910400E-02   0.487659E-10   0.312158E-07   0.487659E-10   0.361852E-09
  4829   0.236885E+00  -0.995387E-02   0.311256E-07  -0.995387E-02   0.907775E-02   0.472338E-10   0.311256E-07   0.472338E-10   0.361669E-09
  4830   0.236401E+00  -0.998350E-02   0.310358E-07  -0.998350E-02   0.905128E-02   0.457074E-10   0.310358E-07   0.457074E-10   0.361486E-09
  4831   0.235923E+00  -0.100125E-01   0.309466E-07  -0.100125E-01   0.902458E-02   0.441866E-10   0.309466E-07   0.441866E-10   0.361303E-09
  4832   0.235450E+00  -0.100409E-01   0.308583E-07  -0.100409E-01   0.899766E-02   0.426717E-10   0.308583E-07   0.426717E-10   0.361120E-09
  4833   0.234982E+00  -0.100686E-01   0.307712E-07  -0.100686E-01   0.897052E-02   0.411628E-10   0.307712E-07   0.411628E-10   0.360937E-09
  4834   0.234519E+00  -0.100958E-01   0.306856E-07  -0.100958E-01   0.894323E-02   0.396601E-10   0.306856E-07   0.396601E-10   0.360754E-09
  4835   0.234061E+00  -0.101222E-01   0.306017E-07  -0.101222E-01   0.891571E-02   0.381637E-10   0.306017E-07   0.381637E-10   0.360572E-09
  4836   0.233609E+00  -0.101480E-01   0.305197E-07  -0.101480E-01   0.888798E-02   0.366738E-10   0.305197E-07   0.366738E-10   0.360389E-09
  4837   0.233161E+00  -0.101731E-01   0.304400E-07  -0.101731E-01   0.886002E-02   0.351906E-10   0.304400E-07   0.351906E-10   0.360207E-09
  4838   0.232718E+00  -0.101974E-01   0.303628E-07  -0.101974E-01   0.883192E-02   0.337140E-10   0.303628E-07   0.337140E-10   0.360024E-09
  4839   0.232280E+00  -0.102211E-01   0.302884E-07  -0.102211E-01   0.880359E-02   0.322445E-10   0.302884E-07   0.322445E-10   0.359842E-09
  4840   0.231846E+00  -0.102440E-01   0.302171E-07  -0.102440E-01   0.877505E-02   0.307820E-10   0.302171E-07   0.307820E-10   0.359660E-09
  4841   0.231416E+00  -0.102662E-01   0.301491E-07  -0.102662E-01   0.874635E-02   0.293267E-10   0.301491E-07   0.293267E-10   0.359478E-09
  4842   0.230990E+00  -0.102876E-01   0.300847E-07  -0.102876E-01   0.871751E-02   0.278788E-10   0.300847E-07   0.278788E-10   0.359296E-09
  4843   0.230570E+00  -0.103083E-01   0.300242E-07  -0.103083E-01   0.868844E-02   0.264385E-10   0.300242E-07   0.264385E-10   0.359114E-09
  4844   0.230152E+00  -0.103282E-01   0.299678E-07  -0.103282E-01   0.865923E-02   0.250058E-10   0.299678E-07   0.250058E-10   0.358932E-09
  4845   0.229740E+00  -0.103474E-01   0.299159E-07  -0.103474E-01   0.862980E-02   0.235810E-10   0.299159E-07   0.235810E-10   0.358750E-09
  4846   0.229330E+00  -0.103657E-01   0.298686E-07  -0.103657E-01   0.860029E-02   0.221642E-10   0.298686E-07   0.221642E-10   0.358569E-09
  4847   0.228926E+00  -0.103833E-01   0.298262E-07  -0.103833E-01   0.857049E-02   0.207555E-10   0.298262E-07   0.207555E-10   0.358387E-09
  4848   0.228524E+00  -0.104000E-01   0.297891E-07  -0.104000E-01   0.854061E-02   0.193552E-10   0.297891E-07   0.193552E-10   0.358206E-09
  4849   0.228126E+00  -0.104160E-01   0.297574E-07  -0.104160E-01   0.851059E-02   0.179632E-10   0.297574E-07   0.179632E-10   0.358025E-09
  4850   0.227732E+00  -0.104311E-01   0.297315E-07  -0.104311E-01   0.848034E-02   0.165799E-10   0.297315E-07   0.165799E-10   0.357844E-09
  4851   0.227342E+00  -0.104455E-01   0.297115E-07  -0.104455E-01   0.845002E-02   0.152053E-10   0.297115E-07   0.152053E-10   0.357662E-09
  4852   0.226955E+00  -0.104589E-01   0.296973E-07  -0.104589E-01   0.841948E-02   0.138395E-10   0.296973E-07   0.138395E-10   0.357481E-09
  4853   0.226571E+00  -0.104715E-01   0.296887E-07  -0.104715E-01   0.838887E-02   0.124826E-10   0.296887E-07   0.124826E-10   0.357301E-09
  4854   0.226191E+00  -0.104833E-01   0.296853E-07  -0.104833E-01   0.835811E-02   0.111347E-10   0.296853E-07   0.111347E-10   0.357120E-09
  4855   0.225814E+00  -0.104942E-01   0.296870E-07  -0.104942E-01   0.832720E-02   0.979571E-11   0.296870E-07   0.979571E-11   0.356939E-09
  4856   0.225441E+00  -0.105042E-01   0.296936E-07  -0.105042E-01   0.829622E-02   0.846584E-11   0.296936E-07   0.846584E-11   0.356759E-09
  4857   0.225070E+00  -0.105134E-01   0.297047E-07  -0.105134E-01   0.826509E-02   0.714511E-11   0.297047E-07   0.714511E-11   0.356578E-09
  4858   0.224703E+00  -0.105217E-01   0.297201E-07  -0.105217E-01   0.823382E-02   0.583358E-11   0.297201E-07   0.583358E-11   0.356398E-09
  4859   0.224338E+00  -0.105291E-01   0.297396E-07  -0.105291E-01   0.820247E-02   0.453131E-11   0.297396E-07   0.453131E-11   0.356217E-09
  4860   0.223977E+00  -0.105357E-01   0.297630E-07  -0.105357E-01   0.817105E-02   0.323838E-11   0.297630E-07   0.323838E-11   0.356037E-09
  4861   0.223618E+00  -0.105413E-01   0.297900E-07  -0.105413E-01   0.813948E-02   0.195484E-11   0.297900E-07   0.195484E-11   0.355857E-09
  4862   0.223261E+00  -0.105461E-01   0.298203E-07  -0.105461E-01   0.810777E-02   0.680766E-12   0.298203E-07   0.680766E-12   0.355677E-09
  4863   0.222907E+00  -0.105499E-01   0.298538E-07  -0.105499E-01   0.807605E-02  -0.583786E-12   0.298538E-07  -0.583786E-12   0.355497E-09
  4864   0.222555E+00  -0.105529E-01   0.298901E-07  -0.105529E-01   0.804419E-02  -0.183875E-11   0.298901E-07  -0.183875E-11   0.355318E-09
  4865   0.222206E+00  -0.105549E-01   0.299292E-07  -0.105549E-01   0.801226E-02  -0.308406E-11   0.299292E-07  -0.308406E-11   0.355138E-09
  4866   0.221860E+00  -0.105561E-01   0.299706E-07  -0.105561E-01   0.798025E-02  -0.431965E-11   0.299706E-07  -0.431965E-11   0.354958E-09
  4867   0.221515E+00  -0.105564E-01   0.300141E-07  -0.105564E-01   0.794817E-02  -0.554546E-11   0.300141E-07  -0.554546E-11   0.354779E-09
  4868   0.221173E+00  -0.105558E-01   0.300596E-07  -0.105558E-01   0.791602E-02  -0.676142E-11   0.300596E-07  -0.676142E-11   0.354599E-09
  4869   0.220833E+00  -0.105542E-01   0.301068E-07  -0.105542E-01   0.788387E-02  -0.796748E-11   0.301068E-07  -0.796748E-11   0.354420E-09
  4870   0.220495E+00  -0.105518E-01   0.301554E-07  -0.105518E-01   0.785157E-02  -0.916355E-11   0.301554E-07  -0.916355E-11   0.354241E-09
  4871   0.220160E+00  -0.105484E-01   0.302053E-07  -0.105484E-01   0.781928E-02  -0.103496E-10   0.302053E-07  -0.103496E-10   0.354062E-09
  4872   0.219825E+00  -0.105442E-01   0.302560E-07  -0.105442E-01   0.778691E-02  -0.115255E-10   0.302560E-07  -0.115255E-10   0.353883E-09
  4873   0.219493E+00  -0.105390E-01   0.303075E-07  -0.105390E-01   0.775446E-02  -0.126913E-10   0.303075E-07  -0.126913E-10   0.353704E-09
  4874   0.219162E+00  -0.105330E-01   0.303595E-07  -0.105330E-01   0.772202E-02  -0.138468E-10   0.303595E-07  -0.138468E-10   0.353525E-09
  4875   0.218833E+00  -0.105260E-01   0.304117E-07  -0.105260E-01   0.768951E-02  -0.149920E-10   0.304117E-07  -0.149920E-10   0.353347E-09
  4876   0.218506E+00  -0.105181E-01   0.304639E-07  -0.105181E-01   0.765692E-02  -0.161269E-10   0.304639E-07  -0.161269E-10   0.353168E-09
  4877   0.218179E+00  -0.105094E-01   0.305158E-07  -0.105094E-01   0.762441E-02  -0.172514E-10   0.305158E-07  -0.172514E-10   0.352989E-09
  4878   0.217853E+00  -0.104997E-01   0.305673E-07  -0.104997E-01   0.759183E-02  -0.183653E-10   0.305673E-07  -0.183653E-10   0.352811E-09
  4879   0.217529E+00  -0.104892E-01   0.306180E-07  -0.104892E-01   0.755917E-02  -0.194687E-10   0.306180E-07  -0.194687E-10   0.352633E-09
  4880   0.217207E+00  -0.104778E-01   0.306678E-07  -0.104778E-01   0.752659E-02  -0.205615E-10   0.306678E-07  -0.205615E-10   0.352455E-09
  4881   0.216885E+00  -0.104655E-01   0.307163E-07  -0.104655E-01   0.749394E-02  -0.216436E-10   0.307163E-07  -0.216436E-10   0.352276E-09
  4882   0.216565E+00  -0.104523E-01   0.307634E-07  -0.104523E-01   0.746136E-02  -0.227149E-10   0.307634E-07  -0.227149E-10   0.352098E-09
  4883   0.216246E+00  -0.104382E-01   0.308088E-07  -0.104382E-01   0.742871E-02  -0.237755E-10   0.308088E-07  -0.237755E-10   0.351920E-09
  4884   0.215928E+00  -0.104232E-01   0.308522E-07  -0.104232E-01   0.739611E-02  -0.248251E-10   0.308522E-07  -0.248251E-10   0.351743E-09
  4885   0.215611E+00  -0.104075E-01   0.308935E-07  -0.104075E-01   0.736352E-02  -0.258638E-10   0.308935E-07  -0.258638E-10   0.351565E-09
  4886   0.215294E+00  -0.103907E-01   0.309324E-07  -0.103907E-01   0.733093E-02  -0.268915E-10   0.309324E-07  -0.268915E-10   0.351387E-09
  4887   0.214980E+00  -0.103732E-01   0.309686E-07  -0.103732E-01   0.729838E-02  -0.279082E-10   0.309686E-07  -0.279082E-10   0.351210E-09
  4888   0.214665E+00  -0.103548E-01   0.310019E-07  -0.103548E-01   0.726584E-02  -0.289137E-10   0.310019E-07  -0.289137E-10   0.351032E-09
  4889   0.214352E+00  -0.103355E-01   0.310320E-07  -0.103355E-01   0.723334E-02  -0.299080E-10   0.310320E-07  -0.299080E-10   0.350855E-09
  4890   0.214038E+00  -0.103155E-01   0.310588E-07  -0.103155E-01   0.720086E-02  -0.308910E-10   0.310588E-07  -0.308910E-10   0.350678E-09
  4891   0.213726E+00  -0.102946E-01   0.310819E-07  -0.102946E-01   0.716843E-02  -0.318627E-10   0.310819E-07  -0.318627E-10   0.350501E-09
  4892   0.213414E+00  -0.102728E-01   0.311012E-07  -0.102728E-01   0.713604E-02  -0.328230E-10   0.311012E-07  -0.328230E-10   0.350324E-09
  4893   0.213103E+00  -0.102502E-01   0.311164E-07  -0.102502E-01   0.710369E-02  -0.337719E-10   0.311164E-07  -0.337719E-10   0.350147E-09
  4894   0.212792E+00  -0.102268E-01   0.311272E-07  -0.102268E-01   0.707140E-02  -0.347092E-10   0.311272E-07  -0.347092E-10   0.349970E-09
  4895   0.212481E+00  -0.102026E-01   0.311335E-07  -0.102026E-01   0.703916E-02  -0.356350E-10   0.311335E-07  -0.356350E-10   0.349793E-09
  4896   0.212171E+00  -0.101776E-01   0.311349E-07  -0.101776E-01   0.700698E-02  -0.365491E-10   0.311349E-07  -0.365491E-10   0.349617E-09
  4897   0.211860E+00  -0.101518E-01   0.311312E-07  -0.101518E-01   0.697488E-02  -0.374515E-10   0.311312E-07  -0.374515E-10   0.349440E-09
  4898   0.211550E+00  -0.101253E-01   0.311222E-07  -0.101253E-01   0.694283E-02  -0.383421E-10   0.311222E-07  -0.383421E-10   0.349264E-09
  4899   0.211240E+00  -0.100981E-01   0.311077E-07  -0.100981E-01   0.691086E-02  -0.392208E-10   0.311077E-07  -0.392208E-10   0.349087E-09
  4900   0.210929E+00  -0.100700E-01   0.310874E-07  -0.100700E-01   0.687897E-02  -0.400877E-10   0.310874E-07  -0.400877E-10   0.348911E-09
  4901   0.210619E+00  -0.100412E-01   0.310611E-07  -0.100412E-01   0.684716E-02  -0.409426E-10   0.310611E-07  -0.409426E-10   0.348735E-09
  4902   0.210308E+00  -0.100116E-01   0.310291E-07  -0.100116E-01   0.681543E-02  -0.417854E-10   0.310291E-07  -0.417854E-10   0.348559E-09
  4903   0.209998E+00  -0.998129E-02   0.309915E-07  -0.998129E-02   0.678380E-02  -0.426162E-10   0.309915E-07  -0.426162E-10   0.348383E-09
